Temperatura,Horas_Operacion,Carga,Humedad,Consumo_Energia
23.1,4.3,31.3,57.9,16.33
18.3,9.1,42.7,53.3,29.57
18.4,5.7,49.1,74.3,22.31
27.0,6.1,51.3,56.4,25.18
32.0,7.0,64.6,75.1,26.95
23.8,9.8,67.8,80.8,35.45
29.2,6.6,87.6,47.9,27.44
32.6,4.8,88.9,79.3,25.92
28.8,8.8,68.8,65.8,31.93
18.1,10.6,93.5,58.0,32.37
27.4,7.2,70.1,46.6,25.11
21.0,9.0,36.9,76.4,28.99
31.6,10.3,59.7,63.0,33.29
25.0,3.6,97.2,61.0,26.45
25.5,8.0,89.7,69.0,31.81
23.2,9.3,60.9,52.2,30.46
21.9,3.2,78.4,63.8,22.24
20.7,6.6,46.4,66.6,21.97
24.9,3.8,92.8,89.6,23.38
27.1,6.6,75.8,75.7,24.13
33.3,2.1,90.9,52.2,21.52
24.8,9.4,51.6,49.5,30.95
23.5,10.2,38.9,86.0,32.03
31.9,10.3,82.7,68.7,34.52
29.8,10.1,60.3,52.9,32.95
20.0,2.6,61.6,41.6,16.14
30.0,4.9,36.1,89.0,22.23
34.2,4.4,60.4,47.9,22.27
26.5,6.8,40.7,90.0,22.39
26.3,11.2,50.3,82.4,36.33
30.3,3.9,35.0,45.5,19.89
21.4,9.9,35.6,76.1,30.78
24.2,5.6,45.6,62.4,20.23
23.4,3.1,36.3,40.3,16.73
34.9,5.6,49.3,49.4,23.26
20.7,4.1,81.7,55.8,21.8
21.0,4.0,40.0,84.5,19.81
25.8,11.9,93.4,45.2,36.62
22.7,5.0,43.0,53.7,18.96
32.8,10.0,74.3,47.7,36.55
25.4,2.1,35.9,85.2,12.9
29.6,2.7,40.7,89.3,13.74
31.9,8.1,65.8,85.3,32.47
22.6,8.8,59.7,51.5,26.69
30.5,8.4,79.3,68.8,28.53
24.8,10.7,52.6,69.2,36.06
22.3,4.3,99.0,48.4,23.11
33.1,5.2,31.9,53.5,22.01
27.6,7.6,34.8,48.1,22.29
26.4,3.5,88.2,57.4,18.16
21.1,7.2,51.0,64.8,25.68
33.3,8.1,38.7,83.8,24.38
28.8,6.7,72.1,51.6,24.79
34.1,9.8,48.6,55.4,26.31
18.8,10.2,79.5,68.7,31.46
20.0,4.7,92.3,68.0,24.26
32.9,4.7,46.4,52.7,20.36
25.7,3.0,74.3,70.7,20.98
25.9,11.9,36.8,75.8,32.93
21.8,3.8,71.1,45.8,24.45
26.3,3.3,57.2,87.4,17.77
25.5,7.3,85.4,62.4,27.93
30.3,10.1,83.0,66.8,36.03
28.8,2.9,86.8,42.2,23.25
31.6,4.7,54.5,53.2,19.42
31.3,11.3,52.1,67.6,28.83
25.2,7.1,90.0,81.7,29.9
23.1,3.7,64.9,71.5,19.85
23.6,4.2,93.0,67.4,22.63
34.8,9.5,66.2,86.9,30.2
25.0,6.6,36.2,62.0,20.75
30.8,7.8,38.1,46.2,29.29
19.4,9.1,37.7,46.6,23.35
25.3,3.9,46.2,47.9,19.58
23.6,10.3,80.6,40.9,31.31
20.7,2.4,84.3,76.1,20.94
18.4,3.5,80.1,68.9,16.99
22.3,11.0,48.2,55.4,27.91
31.5,3.1,89.8,60.4,24.63
23.1,7.3,35.2,71.3,22.95
32.8,4.3,49.9,54.7,18.85
27.8,8.6,74.9,46.0,30.24
31.7,10.9,61.1,68.4,34.21
35.0,10.5,96.2,78.1,36.86
28.9,9.5,97.3,81.8,32.92
23.8,8.6,81.2,89.3,31.69
23.3,11.6,40.2,41.2,28.47
34.5,3.8,91.7,86.0,26.16
30.1,8.3,70.9,62.2,31.1
26.5,11.3,68.4,80.5,30.14
21.6,4.0,53.8,47.9,21.89
26.3,4.9,77.4,40.2,24.3
31.0,9.7,62.7,72.8,30.27
34.6,9.6,57.4,82.4,31.38
29.4,8.5,72.2,47.6,29.03
18.4,2.7,79.2,82.0,22.64
25.9,6.7,32.9,50.5,22.09
32.1,8.7,33.4,57.6,26.4
26.7,10.0,67.4,45.0,33.06
23.8,10.4,37.7,89.8,25.89
32.6,8.9,45.7,75.6,24.69
27.8,7.7,89.5,41.7,29.64
26.6,5.4,39.3,54.6,19.29
26.3,9.3,38.1,76.2,27.75
29.6,5.5,47.2,71.2,23.51
25.7,7.2,67.5,51.5,27.13
27.6,2.2,63.6,59.9,18.83
22.9,3.5,53.4,64.6,19.79
20.9,5.1,41.3,52.2,18.72
31.9,6.6,77.7,76.2,25.32
23.4,7.7,85.9,81.7,27.02
20.1,4.0,52.6,56.0,15.47
21.1,7.3,80.3,59.4,28.23
25.0,8.4,48.6,49.7,25.78
22.9,6.5,59.8,47.4,24.04
29.8,7.4,89.6,46.0,28.83
23.9,5.3,44.3,71.0,20.97
28.0,4.5,60.9,61.9,20.74
20.8,9.8,44.4,83.8,28.77
20.3,5.0,84.9,62.0,23.9
33.4,2.2,48.1,51.1,14.18
32.7,9.5,58.1,42.4,33.42
33.3,5.0,73.6,70.7,28.31
26.4,4.7,86.1,67.9,24.09
19.2,5.8,72.1,69.8,22.17
23.3,6.6,30.7,53.5,22.38
33.0,10.0,94.9,87.9,32.46
25.2,3.6,49.7,79.4,19.77
23.6,7.3,85.5,72.2,28.84
23.0,2.1,50.4,65.6,15.36
27.3,2.6,36.7,75.0,16.13
25.7,8.5,46.7,59.5,27.52
24.4,11.3,83.1,53.5,34.56
25.2,2.6,44.9,46.3,14.41
22.5,4.7,79.9,65.5,17.17
21.3,2.9,33.2,89.1,15.72
21.4,2.4,38.0,89.8,15.86
18.7,7.9,36.7,63.9,22.27
34.1,10.8,84.3,65.1,40.91
34.3,3.2,32.0,88.8,19.94
19.7,7.9,99.1,88.9,35.92
19.3,3.8,50.0,58.4,18.28
25.1,6.1,47.5,73.5,25.02
31.0,4.9,81.7,84.8,26.23
32.0,3.6,66.5,51.9,23.49
18.4,5.3,96.3,79.6,23.42
22.8,9.2,71.1,53.7,29.25
27.1,3.8,59.4,63.4,22.58
20.3,6.1,38.0,76.6,21.43
34.5,7.9,80.1,65.2,30.78
22.3,11.6,98.9,57.5,39.6
27.0,4.3,78.8,79.3,23.6
19.9,7.9,60.0,81.7,24.43
23.8,2.3,50.8,41.0,18.76
20.1,4.5,32.4,81.3,20.35
33.5,7.1,52.9,63.0,28.09
34.1,7.0,57.1,85.3,28.71
27.2,12.0,96.5,80.2,35.87
23.9,3.9,61.7,74.0,23.58
23.5,8.3,42.8,50.2,24.69
33.7,2.6,86.5,77.2,21.87
28.5,10.8,36.5,50.9,27.55
25.0,2.9,85.4,84.7,20.13
31.1,6.7,98.0,65.4,33.33
27.1,9.4,91.8,66.0,33.49
21.7,7.4,91.0,83.0,27.94
22.1,5.0,92.1,43.2,21.69
22.7,10.5,67.5,65.3,29.97
18.3,9.8,33.6,69.9,26.2
22.3,11.0,66.4,44.1,31.14
28.4,7.9,41.4,41.7,27.54
30.8,6.5,64.3,61.5,27.1
19.9,10.1,87.4,82.2,30.18
34.5,8.8,38.2,57.7,27.16
26.3,4.5,76.0,76.1,27.76
19.1,5.4,70.8,84.4,24.13
34.0,7.9,75.9,81.4,30.34
22.6,2.4,96.4,48.8,21.48
23.3,3.3,87.3,88.5,19.04
25.8,6.4,91.7,49.0,25.93
23.5,4.5,85.9,74.6,25.24
21.0,10.1,43.2,47.8,25.36
20.2,6.6,32.9,77.0,19.26
26.7,10.0,56.6,71.4,30.6
19.2,4.9,77.7,87.8,22.39
30.1,2.7,31.1,69.2,16.48
23.8,11.6,44.0,77.8,32.55
34.9,5.3,82.5,41.6,26.92
19.1,8.3,43.9,63.4,22.23
18.8,6.2,76.2,60.2,26.13
22.3,9.4,50.5,62.5,26.69
24.0,8.4,48.1,84.0,25.03
31.8,8.1,72.1,63.7,28.22
32.1,3.9,39.2,45.3,17.23
30.3,8.9,52.2,83.4,31.14
32.0,8.2,87.1,60.9,26.01
30.4,6.1,62.2,70.7,28.11
32.8,5.3,65.6,59.9,24.69
25.9,10.4,61.8,40.8,28.45
22.7,3.7,48.7,81.5,19.62
28.7,8.8,30.8,69.0,33.37
24.2,5.3,42.4,59.7,23.24
19.1,5.7,81.0,42.3,21.48
32.5,6.3,63.3,66.3,28.48
32.2,11.0,90.0,81.6,38.52
26.4,2.2,74.1,61.6,20.4
25.9,2.5,86.4,48.9,18.26
20.0,8.5,74.7,79.8,25.56
20.1,2.4,34.2,40.3,17.33
31.6,9.0,74.3,57.9,30.67
32.5,8.2,31.3,70.7,24.49
18.1,9.5,73.0,77.9,28.44
31.3,2.1,63.3,43.4,18.11
27.1,5.4,30.8,50.7,23.86
25.4,5.4,76.3,43.4,22.75
26.1,2.1,72.3,56.0,20.62
30.1,3.8,70.0,68.0,17.72
18.0,6.8,68.2,67.8,23.42
19.1,3.8,93.4,48.3,23.78
32.3,3.9,84.4,80.9,25.6
35.0,8.1,80.3,72.3,32.63
22.1,4.9,96.9,61.9,23.78
24.8,5.7,44.1,45.7,19.13
29.9,5.7,82.5,87.2,22.56
29.3,4.4,30.5,67.7,18.84
31.3,5.3,88.0,48.9,24.78
33.5,4.2,55.7,85.3,22.6
22.5,6.2,49.9,57.3,23.87
27.0,4.1,67.2,57.2,18.35
20.4,3.2,48.1,82.5,16.79
34.5,9.7,89.0,82.2,36.73
30.9,10.9,47.3,62.8,32.88
21.2,11.0,44.2,56.0,31.21
30.6,4.4,32.4,42.8,21.36
31.6,10.0,34.1,81.2,30.15
20.3,6.4,96.6,41.2,24.05
26.5,4.5,53.0,77.7,24.23
32.0,3.8,80.1,70.0,25.59
23.9,2.7,53.1,70.3,16.24
18.9,7.0,96.5,45.2,24.3
23.8,8.3,38.4,43.7,23.93
31.3,9.7,54.4,66.5,32.99
19.7,9.5,84.6,86.0,36.13
23.3,10.3,30.9,73.8,28.65
32.5,4.3,50.8,86.5,17.63
20.8,9.8,92.8,78.1,32.16
24.6,3.8,96.9,87.7,26.74
27.4,8.5,89.8,62.2,32.22
21.0,10.5,92.4,45.8,36.28
29.9,2.0,88.9,60.5,25.37
31.3,11.9,77.0,73.7,38.42
28.8,2.3,96.6,85.7,20.42
32.7,8.4,82.3,83.4,32.16
20.2,3.4,61.7,46.8,21.6
18.1,12.0,51.5,69.8,32.55
22.5,2.9,71.9,48.8,21.16
32.3,11.8,46.9,82.9,34.58
20.2,6.1,75.6,89.9,26.47
31.0,3.8,85.0,78.2,19.78
33.8,4.5,86.4,78.9,23.81
27.5,7.8,32.2,70.3,23.53
33.0,2.2,44.1,70.8,18.62
22.2,10.8,70.7,75.7,33.78
30.3,5.4,31.7,58.2,16.11
31.3,4.5,66.5,84.0,25.18
26.3,6.5,88.4,58.1,30.26
28.2,3.5,91.2,85.2,23.48
19.5,11.0,34.4,50.4,29.4
22.7,11.9,81.5,68.9,36.19
19.3,5.9,70.1,81.1,21.94
22.1,2.6,48.6,84.3,14.71
33.2,11.9,49.4,56.2,34.91
18.5,10.2,39.0,45.2,25.21
26.4,8.2,89.1,51.5,29.72
26.9,10.5,85.9,49.8,30.43
22.9,8.9,97.3,43.7,30.54
31.3,8.5,47.7,66.9,28.27
28.0,3.2,79.8,74.3,19.21
21.3,10.3,95.8,47.9,37.47
26.0,10.9,74.0,66.8,29.11
18.4,8.8,47.1,55.3,24.13
18.3,2.3,95.4,44.2,20.46
30.5,6.6,82.4,86.1,25.55
20.9,11.6,85.9,82.6,34.67
34.5,10.9,67.7,66.1,33.83
24.1,10.6,47.1,69.9,27.27
29.9,7.3,53.3,78.5,30.23
25.9,3.6,55.1,43.6,19.17
25.0,6.0,80.0,73.2,26.12
29.4,9.8,86.9,58.8,35.26
28.6,10.3,58.4,71.0,32.81
32.9,11.4,73.9,83.0,33.54
19.4,6.9,63.3,69.7,22.59
26.6,8.6,31.2,55.6,25.65
28.3,3.5,93.2,60.7,24.03
29.0,8.3,97.6,55.4,31.28
28.6,7.5,61.0,84.3,28.29
24.3,5.8,61.9,80.7,26.16
18.5,3.0,82.1,48.3,20.36
30.1,2.7,53.3,72.4,24.25
18.7,6.4,55.8,42.1,23.13
26.0,7.1,33.7,75.5,24.97
30.2,2.9,44.0,74.8,14.67
22.6,4.7,40.3,46.8,16.57
18.5,9.3,94.3,66.2,32.32
19.6,9.8,36.4,54.2,26.41
20.4,9.2,46.0,87.0,27.71
29.3,4.8,43.0,83.3,19.99
29.1,11.7,56.4,71.9,34.71
34.6,5.3,47.8,45.6,24.88
23.5,10.5,66.6,78.1,35.03
20.2,8.8,74.2,59.0,26.51
20.9,6.1,49.1,89.1,24.63
18.5,5.3,32.9,74.0,22.92
32.0,8.1,98.4,55.4,33.02
19.3,4.3,77.8,43.3,19.82
33.2,6.5,37.8,57.4,25.97
18.8,7.9,98.3,46.3,28.41
31.8,9.4,58.2,61.2,28.75
21.3,4.2,92.7,76.5,21.73
18.4,2.7,79.2,69.4,18.5
29.9,3.9,35.8,70.5,19.44
18.0,8.4,72.4,80.9,25.6
23.1,10.0,61.1,71.0,31.77
19.0,4.2,38.6,41.0,18.73
20.1,7.6,30.4,71.4,25.46
20.1,5.9,98.9,86.8,26.09
30.3,2.3,50.4,51.0,15.46
34.5,2.9,84.5,79.6,21.37
22.2,2.3,50.4,44.8,16.83
24.8,6.8,80.3,78.9,26.39
24.4,9.3,43.6,41.0,27.63
22.4,2.6,37.8,80.3,17.03
30.1,4.8,81.6,82.4,24.69
22.6,2.3,50.0,63.8,15.11
26.7,3.9,85.6,75.7,22.8
20.2,8.2,69.1,87.1,28.8
32.4,6.4,53.6,60.8,22.6
29.7,4.5,35.5,45.1,19.12
27.2,4.7,48.2,61.7,15.42
28.4,3.3,33.3,47.3,12.63
21.8,8.4,75.5,48.3,28.36
32.3,9.8,46.8,83.3,26.17
20.1,7.8,42.4,56.8,26.87
33.0,6.0,54.1,87.4,24.7
28.4,3.8,64.8,64.0,24.31
34.0,9.3,93.6,54.3,37.26
22.9,3.0,76.6,54.3,17.49
33.9,4.4,87.3,72.0,25.87
28.9,9.0,50.7,73.8,25.55
18.2,2.4,44.6,75.7,15.92
19.7,7.3,82.1,65.2,25.19
28.1,3.4,60.6,46.7,16.38
19.6,8.2,78.7,44.5,25.52
30.7,11.3,31.3,49.2,32.06
29.4,6.2,89.2,79.3,26.09
21.2,2.7,48.7,56.0,15.65
28.8,2.3,66.4,75.0,22.22
27.6,11.4,84.4,44.9,33.42
22.2,6.7,38.6,41.6,22.45
30.0,11.1,84.1,70.5,36.09
22.3,6.1,93.2,46.5,28.36
32.7,5.1,65.5,52.8,19.67
24.7,4.8,66.1,67.6,25.11
26.4,7.1,79.6,51.1,29.63
29.2,9.5,90.8,57.2,35.98
33.0,8.0,65.1,46.0,26.46
25.8,8.2,34.9,58.7,25.08
29.1,3.5,69.5,77.6,24.78
28.1,7.9,92.0,73.9,32.92
19.2,4.2,46.4,78.0,19.82
28.8,9.9,33.6,82.0,28.45
18.8,3.9,89.4,50.5,19.94
26.6,5.0,81.2,43.6,21.59
19.8,2.9,44.5,87.9,19.36
28.3,11.0,32.2,46.8,29.85
30.3,4.3,87.3,80.1,23.16
31.4,2.9,31.3,61.5,12.34
28.0,4.6,58.4,67.9,24.48
34.8,5.9,78.1,47.1,25.07
24.1,3.9,91.1,63.5,19.42
18.2,6.7,74.2,73.9,28.0
31.9,11.9,54.1,74.0,36.02
25.7,11.6,52.6,43.8,31.44
27.2,3.7,43.2,87.9,17.43
32.4,9.3,53.4,61.9,28.97
22.5,4.3,36.3,53.7,15.2
23.6,11.6,99.0,46.7,39.69
19.6,6.2,82.6,80.0,25.06
29.6,5.8,80.7,41.3,25.04
21.6,11.8,43.3,45.9,31.59
32.5,7.2,40.8,65.3,23.09
28.4,3.7,76.2,87.6,25.04
33.5,7.8,71.2,69.5,29.11
19.0,9.3,84.0,62.9,28.52
34.9,9.0,95.0,49.1,30.52
24.8,9.4,69.4,41.8,31.59
27.3,9.6,77.5,74.2,33.63
28.9,11.4,73.9,82.9,33.58
26.2,7.9,79.9,88.8,26.11
27.0,7.3,87.3,89.1,27.28
25.1,10.0,79.8,85.7,31.56
21.2,2.8,71.8,78.9,23.75
34.5,5.7,72.5,53.5,24.31
31.6,8.2,73.5,50.8,26.55
28.2,6.1,79.3,46.3,26.08
19.0,9.3,87.1,83.9,28.01
33.2,7.4,33.3,71.3,21.79
19.3,9.4,62.5,88.8,27.91
31.3,9.8,51.7,65.0,26.38
19.0,7.1,49.6,47.4,24.69
30.9,9.4,55.4,55.0,30.23
32.4,3.7,30.9,85.8,20.91
25.6,5.7,66.7,80.0,21.17
27.4,9.7,78.2,70.3,33.72
32.2,2.2,48.0,44.9,13.32
34.5,4.5,69.6,61.8,24.53
18.3,5.3,33.2,74.5,17.12
20.2,10.6,62.0,82.9,28.11
32.7,3.2,76.2,74.4,22.22
29.5,4.3,73.4,80.7,24.79
22.6,6.6,56.1,70.4,20.54
25.6,6.2,72.5,55.6,23.52
19.9,6.4,40.1,53.4,22.19
18.5,5.5,73.5,70.8,20.28
30.4,2.9,44.7,47.9,13.66
30.3,6.5,72.7,42.6,25.57
29.8,5.3,50.9,45.2,25.17
33.0,9.2,76.4,49.7,31.92
22.9,11.8,50.0,60.1,31.33
25.2,8.2,76.9,73.6,29.92
22.3,8.4,46.5,68.8,27.71
28.6,2.5,36.1,64.2,13.34
28.8,8.3,58.7,83.1,26.87
24.9,6.4,97.0,66.7,26.21
33.9,3.2,86.0,84.7,24.95
26.3,11.1,44.5,77.6,30.81
33.6,6.6,85.3,66.8,27.98
30.4,11.5,37.3,73.9,34.31
34.0,9.6,42.8,72.2,30.16
30.9,8.0,41.2,81.6,25.31
21.8,11.6,99.0,79.1,40.47
29.7,2.9,97.3,61.1,25.91
22.1,6.8,70.2,60.9,24.53
22.9,7.3,69.3,56.4,24.73
21.8,6.0,60.3,55.2,19.13
26.4,9.9,93.7,69.1,28.62
25.4,4.8,36.6,41.9,19.76
33.4,4.6,55.1,70.5,19.6
28.1,2.8,72.5,50.0,18.78
24.1,9.5,93.6,46.7,30.74
28.6,5.5,83.3,44.4,27.37
23.8,3.5,58.5,61.0,17.79
32.2,7.3,87.0,77.8,30.45
19.5,11.4,70.5,51.1,31.0
21.7,11.7,67.7,74.1,35.15
19.6,4.5,40.7,59.8,18.46
32.7,6.2,40.6,87.5,24.31
22.6,3.9,35.4,51.3,15.66
34.9,6.9,60.4,60.4,23.95
20.6,7.8,65.5,46.8,24.0
23.5,6.4,47.2,54.3,22.19
33.2,7.0,94.5,43.6,28.36
28.8,8.6,37.0,52.1,27.36
26.4,5.6,76.4,46.8,22.8
20.8,10.0,72.6,62.8,28.08
31.4,9.9,62.2,69.7,30.58
23.7,3.9,91.1,46.1,20.93
30.8,6.4,81.7,77.3,25.43
27.9,11.3,53.7,88.7,35.13
28.5,3.3,48.3,48.2,21.07
23.5,2.4,86.2,85.7,21.15
19.3,8.5,39.0,69.7,19.78
28.1,8.3,82.5,88.6,33.11
30.6,6.9,44.8,46.7,21.34
27.8,10.9,48.2,41.1,27.93
28.2,8.0,90.7,48.3,29.26
29.9,8.2,78.5,50.8,31.59
18.8,10.4,62.7,86.6,28.65
21.8,2.3,31.4,48.8,11.18
28.4,9.2,40.3,46.7,29.41
20.3,2.9,51.6,58.4,18.92
22.6,5.8,55.7,44.7,21.42
18.8,7.1,62.1,42.5,25.49
21.7,8.9,35.1,64.7,28.3
18.2,2.7,36.8,76.9,17.31
31.9,9.9,35.1,60.1,30.19
28.0,8.6,40.3,50.9,27.64
27.3,3.7,96.2,49.4,27.76
18.1,8.3,38.7,62.3,23.65
32.5,9.1,40.1,57.3,29.58
18.0,6.8,40.3,53.4,22.25
31.4,6.4,81.1,48.1,27.81
21.7,9.8,53.3,59.7,27.96
31.9,10.6,80.2,70.3,35.41
20.2,2.1,61.1,62.3,17.8
27.3,2.6,32.9,68.8,13.65
18.5,10.4,77.2,68.6,31.21
27.4,11.4,37.5,74.0,33.73
20.3,6.4,63.2,81.7,22.96
31.7,7.4,57.3,59.3,26.82
22.0,3.0,66.4,58.6,16.78
20.0,4.9,64.5,89.3,21.76
18.5,9.1,80.0,63.5,31.02
27.8,6.8,70.3,52.2,24.59
29.3,10.1,39.8,55.4,31.12
33.2,4.8,98.3,51.3,24.33
19.1,6.3,54.4,85.0,26.36
24.7,10.1,87.8,79.4,36.29
20.8,10.5,42.4,69.3,24.99
26.5,6.2,32.2,81.3,24.35
22.1,6.6,95.1,55.2,27.74
25.0,4.4,91.0,44.8,24.12
24.3,6.3,98.4,74.6,25.34
29.7,7.0,35.6,52.0,26.39
30.6,5.1,81.9,64.1,24.6
25.2,3.2,55.1,43.6,19.79
22.1,5.6,79.1,83.1,22.79
31.5,8.0,34.4,46.9,19.59
32.4,3.4,92.2,81.4,23.88
27.2,10.4,66.4,62.0,32.55
22.2,7.4,64.8,78.6,23.95
31.3,5.2,40.5,61.1,21.79
24.1,6.8,96.3,85.4,27.21
33.6,4.2,31.8,62.4,15.54
22.5,5.0,52.7,47.1,22.23
34.0,3.9,58.1,50.5,21.94
25.3,6.6,83.4,42.5,23.77
30.8,5.6,60.4,76.9,22.58
21.6,5.5,38.4,72.8,18.21
28.6,10.9,94.4,83.3,40.29
27.9,5.0,64.1,64.5,23.32
25.1,4.0,46.0,67.8,23.9
30.5,3.5,46.3,49.4,18.11
31.9,2.1,50.5,80.7,16.9
30.4,5.2,52.9,77.2,20.13
31.8,8.4,46.0,49.1,30.0
30.7,8.5,70.1,53.6,28.91
20.5,11.9,46.4,68.9,30.9
31.1,11.2,63.7,75.9,33.87
21.2,3.4,58.7,57.5,17.47
19.7,10.5,67.9,76.9,31.06
33.3,2.9,33.6,45.2,15.29
28.2,6.3,53.8,46.9,25.61
21.0,7.0,94.7,45.2,28.77
28.8,11.5,89.6,55.4,37.96
23.7,7.7,78.7,82.6,25.85
20.4,10.0,54.9,50.2,27.51
31.6,11.7,66.4,42.2,32.15
19.9,10.2,42.0,52.2,24.95
34.4,4.2,81.6,66.7,24.08
31.1,4.1,59.2,85.6,22.04
30.1,5.3,91.4,79.6,32.38
22.1,10.6,97.5,55.7,34.36
30.9,8.7,84.7,60.4,33.89
18.4,6.2,39.6,58.7,20.86
27.4,5.2,85.3,40.7,27.92
23.3,5.4,72.8,85.5,22.48
32.1,8.2,62.1,45.7,29.4
30.9,2.1,34.2,47.9,19.88
26.3,3.7,37.3,65.0,20.77
26.0,10.0,75.6,86.9,27.59
19.2,3.7,99.2,87.4,20.89
22.0,10.4,77.7,54.7,30.79
30.0,5.2,40.6,51.8,21.13
19.1,11.6,91.9,55.8,34.18
31.4,3.7,60.4,71.3,18.51
34.7,2.4,84.8,89.2,21.79
19.3,10.2,53.2,65.2,28.47
25.8,4.6,91.4,40.3,24.52
27.8,3.2,63.2,71.4,23.24
31.8,10.9,42.1,48.4,28.38
20.6,8.6,71.2,72.1,25.58
24.1,2.4,33.7,66.1,13.47
32.2,3.5,94.8,46.8,25.08
26.8,9.4,43.0,73.5,27.04
20.8,10.9,95.0,82.1,31.71
32.8,6.8,60.4,45.9,27.27
33.9,11.7,86.1,43.8,33.31
30.6,6.2,49.1,84.9,24.72
34.6,11.4,69.7,90.0,35.54
33.8,5.2,33.3,64.1,20.49
20.1,7.2,32.5,78.3,21.63
25.0,2.3,57.1,80.7,16.43
28.1,9.1,88.9,64.5,31.75
30.5,8.5,81.6,66.7,31.68
27.1,5.2,55.7,62.6,23.97
29.0,2.4,74.1,60.9,21.98
20.0,11.3,66.1,49.2,30.3
24.9,6.5,68.9,66.5,26.82
18.1,7.8,93.1,77.5,34.12
29.1,5.9,77.6,65.7,25.52
20.8,5.9,82.4,42.3,24.12
24.9,4.0,71.7,43.2,20.68
26.5,7.0,48.7,83.6,26.5
29.3,11.0,61.1,40.8,29.4
31.0,11.9,63.2,78.6,34.26
30.2,9.7,43.0,62.1,29.42
27.7,11.8,53.2,82.4,35.99
27.0,8.3,31.7,78.4,25.15
32.6,3.9,43.6,50.3,18.44
32.7,10.7,86.4,72.2,33.69
19.1,10.5,51.5,77.4,27.74
22.6,6.6,53.9,64.2,24.66
33.7,7.9,74.2,53.8,30.19
28.1,7.4,70.2,41.3,24.04
20.3,8.1,45.5,85.6,29.52
19.2,9.3,86.2,70.7,32.55
19.6,9.2,58.5,50.1,25.52
31.1,10.2,45.8,75.1,30.0
21.8,3.7,86.8,46.0,22.1
22.1,7.5,78.1,64.9,28.05
20.2,3.1,93.9,88.8,20.82
28.2,8.9,96.1,62.5,35.0
26.7,10.4,59.3,79.7,32.41
22.8,8.7,42.5,72.3,30.95
29.2,8.1,71.7,49.4,28.91
31.2,5.0,62.6,81.0,21.68
34.7,10.9,74.6,48.1,31.63
26.1,6.2,94.5,59.8,22.85
25.0,11.5,42.6,81.3,33.13
23.0,11.7,54.8,85.2,34.04
31.3,4.5,31.1,83.4,18.4
34.5,9.3,65.5,83.9,30.11
28.2,3.1,93.2,52.3,20.36
28.9,11.0,65.4,71.7,34.67
29.7,3.3,97.9,82.4,24.55
25.2,3.3,44.0,73.6,21.53
21.7,10.3,48.6,53.4,31.55
22.4,3.9,63.3,60.2,21.01
28.5,6.7,93.4,63.6,27.54
28.8,4.0,54.4,40.9,20.89
25.9,8.3,31.3,48.9,28.26
18.7,9.0,45.0,56.2,23.75
32.9,6.2,60.1,72.5,22.73
22.2,9.3,60.5,75.7,29.57
27.9,3.1,68.4,76.2,24.54
30.6,10.6,87.6,83.3,36.66
21.1,9.3,53.2,51.8,27.52
26.0,3.6,85.0,73.3,19.66
18.0,4.1,62.3,40.5,20.75
18.8,5.6,44.1,54.2,20.69
22.3,8.5,55.5,69.4,26.28
29.2,9.0,74.8,85.8,29.51
33.1,11.4,78.5,51.8,34.57
25.2,5.4,63.1,56.6,19.4
18.4,6.1,37.6,51.5,22.14
23.0,9.0,50.0,74.1,24.84
34.3,5.6,95.3,79.0,27.36
19.9,8.8,76.9,51.4,29.81
30.8,7.6,67.3,60.1,23.51
30.7,3.4,72.9,83.3,22.88
28.0,6.1,90.5,45.3,26.92
33.8,2.4,98.6,64.4,22.4
28.9,10.0,48.8,60.4,35.21
34.4,11.4,92.9,61.1,34.69
32.0,10.8,48.9,81.5,32.7
31.5,6.0,35.2,77.9,20.54
34.2,3.9,75.0,74.2,24.61
28.5,6.0,85.6,61.3,26.29
23.5,4.7,79.2,74.9,24.04
19.8,11.5,54.1,75.6,31.35
29.8,8.2,32.9,48.8,24.68
26.9,6.9,45.9,74.6,25.09
24.6,7.5,55.4,49.4,27.23
34.1,3.5,99.9,45.9,20.22
33.5,11.1,69.3,65.9,33.21
24.4,3.1,70.9,60.9,17.84
34.1,5.6,45.1,69.1,20.57
25.3,5.8,87.2,65.7,29.84
21.5,10.1,30.4,51.3,29.5
28.6,4.7,75.8,63.7,21.7
19.6,7.2,56.9,70.1,25.52
20.6,10.1,75.1,73.8,31.48
31.8,11.5,48.3,45.3,30.56
31.9,5.7,91.2,52.1,25.39
22.1,6.1,67.6,47.4,23.26
30.7,2.5,50.5,78.5,23.0
34.6,4.9,65.7,40.7,28.78
34.3,8.0,85.8,70.0,33.16
25.6,5.6,91.9,78.8,27.36
32.7,2.6,89.1,64.9,19.08
27.5,2.3,90.1,89.2,23.49
27.6,2.5,90.1,61.2,17.59
22.1,4.6,42.8,57.9,18.82
24.5,7.7,75.0,67.4,33.14
21.7,6.4,47.8,51.7,27.83
30.6,6.5,62.3,87.5,27.63
28.9,9.5,95.4,58.1,31.3
31.7,4.2,79.3,66.6,25.89
28.5,11.3,58.1,73.7,35.86
22.7,2.2,41.1,60.8,15.46
34.2,10.5,78.5,51.7,36.17
29.1,8.8,73.3,73.9,30.69
26.1,3.6,75.4,79.6,19.73
31.2,3.4,57.3,50.4,14.0
22.3,2.5,33.1,71.1,14.19
31.8,5.7,87.2,75.2,25.69
